date,country,age_group,FirstDose,SecondDose,DoseAdditional1,new_cases,pop,new_cases_per_100k
2020-01-13,Ireland,25-49yr,0.0,0.0,0.0,0.0,1753649.496922705,0.0
2020-01-13,Ireland,50-64yr,0.0,0.0,0.0,0.0,859030.3671633133,0.0
2020-01-13,Ireland,65-79yr,0.0,0.0,0.0,0.0,567045.4013751394,0.0
2020-01-13,Ireland,80+yr,0.0,0.0,0.0,0.0,159766.25208763193,0.0
2020-01-13,Ireland,<15yr,0.0,0.0,0.0,0.0,1038628.0667523699,0.0
2020-01-13,Ireland,ALL,0.0,0.0,0.0,0.0,4985674.0,0.0
2020-01-13,Italy,15-24yr,0.0,0.0,0.0,0.0,5721177.329561222,0.0
2020-01-13,Italy,25-49yr,0.0,0.0,0.0,0.0,18860217.973630037,0.0
2020-01-13,Italy,50-64yr,0.0,0.0,0.0,0.0,13294383.478590999,0.0
2020-01-13,Italy,65-79yr,0.0,0.0,0.0,0.0,9400138.317653889,0.0
2020-01-13,Italy,80+yr,0.0,0.0,0.0,0.0,4452728.347194319,0.0
2020-01-13,Italy,<15yr,0.0,0.0,0.0,0.0,7720881.553369546,0.0
2020-01-13,Italy,ALL,0.0,0.0,0.0,0.0,59449527.0,0.0
2020-01-13,Latvia,15-24yr,0.0,0.0,0.0,0.0,157261.93189837842,0.0
2020-01-13,Latvia,25-49yr,0.0,0.0,0.0,0.0,640603.3600481908,0.0
2020-01-13,Latvia,50-64yr,0.0,0.0,0.0,0.0,397150.29787140735,0.0
2020-01-13,Latvia,65-79yr,0.0,0.0,0.0,0.0,285053.9695820803,0.0
2020-01-13,Latvia,80+yr,0.0,0.0,0.0,0.0,108097.38408436342,0.0
2020-01-13,Latvia,<15yr,0.0,0.0,0.0,0.0,312282.0565155797,0.0
2020-01-13,Latvia,ALL,0.0,0.0,0.0,0.0,1900449.0,0.0
2020-01-13,Liechtenstein,15-24yr,0.0,0.0,0.0,0.0,,
2020-01-13,Liechtenstein,25-49yr,0.0,0.0,0.0,0.0,,
2020-01-13,Liechtenstein,50-64yr,0.0,0.0,0.0,0.0,,
2020-01-13,Liechtenstein,65-79yr,0.0,0.0,0.0,0.0,,
2020-01-13,Liechtenstein,80+yr,0.0,0.0,0.0,0.0,,
2020-01-13,Liechtenstein,<15yr,0.0,0.0,0.0,0.0,,
2020-01-13,Liechtenstein,ALL,0.0,0.0,0.0,0.0,38137.0,0.0
2020-01-13,Lithuania,15-24yr,0.0,0.0,0.0,0.0,262627.4444163596,0.0
2020-01-13,Lithuania,25-49yr,0.0,0.0,0.0,0.0,900085.6893156592,0.0
2020-01-13,Lithuania,50-64yr,0.0,0.0,0.0,0.0,623331.3343085744,0.0
2020-01-13,Lithuania,65-79yr,0.0,0.0,0.0,0.0,399897.9247165726,0.0
2020-01-13,Lithuania,80+yr,0.0,0.0,0.0,0.0,176351.55435611153,0.0
2020-01-13,Lithuania,<15yr,0.0,0.0,0.0,0.0,432591.0528867226,0.0
2020-01-13,Lithuania,ALL,0.0,0.0,0.0,0.0,2794885.0,0.0
2020-01-13,Luxembourg,15-24yr,0.0,0.0,0.0,0.0,74782.0407137149,0.0
2020-01-13,Luxembourg,25-49yr,0.0,0.0,0.0,0.0,240307.61397854268,0.0
2020-01-13,Luxembourg,50-64yr,0.0,0.0,0.0,0.0,126528.73532666176,0.0
2020-01-13,Luxembourg,65-79yr,0.0,0.0,0.0,0.0,65677.87797571444,0.0
2020-01-13,Luxembourg,80+yr,0.0,0.0,0.0,0.0,25044.50687239466,0.0
2020-01-13,Luxembourg,<15yr,0.0,0.0,0.0,0.0,98078.2251329715,0.0
2020-01-13,Luxembourg,ALL,0.0,0.0,0.0,0.0,630419.0,0.0
2020-01-13,Malta,15-24yr,0.0,0.0,0.0,0.0,,
2020-01-13,Malta,25-49yr,0.0,0.0,0.0,0.0,,
2020-01-13,Malta,50-64yr,0.0,0.0,0.0,0.0,,
2020-01-13,Malta,65-79yr,0.0,0.0,0.0,0.0,,
2020-01-13,Malta,80+yr,0.0,0.0,0.0,0.0,,
2020-01-13,Malta,<15yr,0.0,0.0,0.0,0.0,,
2020-01-13,Malta,ALL,0.0,0.0,0.0,0.0,525285.0,0.0
2020-01-13,Netherlands,15-24yr,0.0,0.0,0.0,0.0,2073186.2569165286,0.0
2020-01-13,Netherlands,25-49yr,0.0,0.0,0.0,0.0,5421002.915748928,0.0
2020-01-13,Netherlands,50-64yr,0.0,0.0,0.0,0.0,3714328.041880455,0.0
2020-01-13,Netherlands,65-79yr,0.0,0.0,0.0,0.0,2642524.4050039304,0.0
2020-01-13,Netherlands,80+yr,0.0,0.0,0.0,0.0,851849.7929360641,0.0
2020-01-13,Netherlands,<15yr,0.0,0.0,0.0,0.0,2738608.5875140945,0.0
2020-01-13,Netherlands,ALL,0.0,0.0,0.0,0.0,17441500.0,0.0
2020-01-13,Norway,15-24yr,0.0,0.0,0.0,0.0,669873.0106027534,0.0
2020-01-13,Norway,25-49yr,0.0,0.0,0.0,0.0,1822616.9419979798,0.0
2020-01-13,Norway,50-64yr,0.0,0.0,0.0,0.0,1015804.1523796644,0.0
2020-01-13,Norway,65-79yr,0.0,0.0,0.0,0.0,715862.942012447,0.0
2020-01-13,Norway,80+yr,0.0,0.0,0.0,0.0,226976.72642853716,0.0
2020-01-13,Norway,<15yr,0.0,0.0,0.0,0.0,928341.2265786191,0.0
2020-01-13,Norway,ALL,0.0,0.0,0.0,0.0,5379475.0,0.0
2020-01-13,Poland,15-24yr,0.0,0.0,0.0,0.0,3705734.978098975,0.0
2020-01-13,Poland,25-49yr,0.0,0.0,0.0,0.0,14025354.787805416,0.0
2020-01-13,Poland,50-64yr,0.0,0.0,0.0,0.0,7298531.610959565,0.0
2020-01-13,Poland,65-79yr,0.0,0.0,0.0,0.0,5356828.64275234,0.0
2020-01-13,Poland,80+yr,0.0,0.0,0.0,0.0,1745251.0103576407,0.0
2020-01-13,Poland,<15yr,0.0,0.0,0.0,0.0,5767368.970026065,0.0
2020-01-13,Poland,ALL,0.0,0.0,0.0,0.0,37899070.0,0.0
2020-01-13,Portugal,15-24yr,0.0,0.0,0.0,0.0,1075484.625458179,0.0
2020-01-13,Portugal,25-49yr,0.0,0.0,0.0,0.0,3357815.3549859254,0.0
2020-01-13,Portugal,50-64yr,0.0,0.0,0.0,0.0,2174724.805845002,0.0
2020-01-13,Portugal,65-79yr,0.0,0.0,0.0,0.0,1655759.0198042092,0.0
2020-01-13,Portugal,80+yr,0.0,0.0,0.0,0.0,689119.3956802872,0.0
2020-01-13,Portugal,<15yr,0.0,0.0,0.0,0.0,1344177.7982263975,0.0
2020-01-13,Portugal,ALL,0.0,0.0,0.0,0.0,10297081.0,0.0
2020-01-13,Romania,15-24yr,0.0,0.0,0.0,0.0,2006488.9730453654,0.0
2020-01-13,Romania,25-49yr,0.0,0.0,0.0,0.0,6695652.487448441,0.0
2020-01-13,Romania,50-64yr,0.0,0.0,0.0,0.0,3863097.542477791,0.0
2020-01-13,Romania,65-79yr,0.0,0.0,0.0,0.0,2779119.883468168,0.0
2020-01-13,Romania,80+yr,0.0,0.0,0.0,0.0,924274.1290997908,0.0
2020-01-13,Romania,<15yr,0.0,0.0,0.0,0.0,2988886.984460444,0.0
2020-01-13,Romania,ALL,0.0,0.0,0.0,0.0,19257520.0,0.0
2020-01-13,Slovakia,15-24yr,0.0,0.0,0.0,0.0,553540.2588339709,0.0
2020-01-13,Slovakia,25-49yr,0.0,0.0,0.0,0.0,2073773.0194978535,0.0
2020-01-13,Slovakia,50-64yr,0.0,0.0,0.0,0.0,1070894.918693442,0.0
2020-01-13,Slovakia,65-79yr,0.0,0.0,0.0,0.0,731974.5702865638,0.0
2020-01-13,Slovakia,80+yr,0.0,0.0,0.0,0.0,179603.1444313578,0.0
2020-01-13,Slovakia,<15yr,0.0,0.0,0.0,0.0,849041.088256812,0.0
2020-01-13,Slovakia,ALL,0.0,0.0,0.0,0.0,5458827.0,0.0
2020-01-13,Slovenia,15-24yr,0.0,0.0,0.0,0.0,190312.05778082483,0.0
2020-01-13,Slovenia,25-49yr,0.0,0.0,0.0,0.0,706040.4843446559,0.0
2020-01-13,Slovenia,50-64yr,0.0,0.0,0.0,0.0,451842.72547049297,0.0
2020-01-13,Slovenia,65-79yr,0.0,0.0,0.0,0.0,320422.567706021,0.0
2020-01-13,Slovenia,80+yr,0.0,0.0,0.0,0.0,115569.05749710611,0.0
2020-01-13,Slovenia,<15yr,0.0,0.0,0.0,0.0,318232.1072008989,0.0
2020-01-13,Slovenia,ALL,0.0,0.0,0.0,0.0,2102419.0,0.0
2020-01-13,Spain,15-24yr,0.0,0.0,0.0,0.0,4552533.598737232,0.0
2020-01-13,Spain,25-49yr,0.0,0.0,0.0,0.0,16413095.843601186,0.0
2020-01-13,Spain,50-64yr,0.0,0.0,0.0,0.0,10115627.240568556,0.0
2020-01-13,Spain,65-79yr,0.0,0.0,0.0,0.0,6500178.502727951,0.0
2020-01-13,Spain,80+yr,0.0,0.0,0.0,0.0,2961902.459346243,0.0
2020-01-13,Spain,<15yr,0.0,0.0,0.0,0.0,6820081.355018823,0.0
2020-01-13,Spain,ALL,0.0,0.0,0.0,0.0,47363419.0,0.0
2020-01-13,Sweden,15-24yr,0.0,0.0,0.0,0.0,1112318.8895790502,0.0
2020-01-13,Sweden,25-49yr,0.0,0.0,0.0,0.0,3401060.38564496,0.0
2020-01-13,Sweden,50-64yr,0.0,0.0,0.0,0.0,1910686.4278181677,0.0
2020-01-13,Sweden,65-79yr,0.0,0.0,0.0,0.0,1559258.0343876986,0.0
2020-01-13,Sweden,80+yr,0.0,0.0,0.0,0.0,545472.0834089903,0.0
2020-01-13,Sweden,<15yr,0.0,0.0,0.0,0.0,1824646.1791611328,0.0
2020-01-13,Sweden,ALL,0.0,0.0,0.0,0.0,10353442.0,0.0
2020-01-20,Austria,15-24yr,0.0,0.0,0.0,0.0,951576.0325398347,0.0
2020-01-20,Austria,25-49yr,0.0,0.0,0.0,0.0,2998191.5574149457,0.0
2020-01-20,Austria,50-64yr,0.0,0.0,0.0,0.0,1969585.9950411986,0.0
2020-01-20,Austria,65-79yr,0.0,0.0,0.0,0.0,1229052.8435581243,0.0
2020-01-20,Austria,80+yr,0.0,0.0,0.0,0.0,483341.6798258304,0.0
2020-01-20,Austria,<15yr,0.0,0.0,0.0,0.0,1285115.8916200667,0.0
2020-01-20,Austria,ALL,0.0,0.0,0.0,0.0,8916864.0,0.0
2020-01-20,Belgium,15-24yr,0.0,0.0,0.0,0.0,1293400.249019239,0.0
2020-01-20,Belgium,25-49yr,0.0,0.0,0.0,0.0,3736134.0069872173,0.0
2020-01-20,Belgium,50-64yr,0.0,0.0,0.0,0.0,2325507.519284106,0.0
2020-01-20,Belgium,65-79yr,0.0,0.0,0.0,0.0,1567221.9865824075,0.0
2020-01-20,Belgium,80+yr,0.0,0.0,0.0,0.0,655534.4046072016,0.0
2020-01-20,Belgium,<15yr,0.0,0.0,0.0,0.0,1966442.83351983,0.0
2020-01-20,Belgium,ALL,0.0,0.0,0.0,0.0,11544241.0,0.0
2020-01-20,Bulgaria,15-24yr,0.0,0.0,0.0,0.0,613458.3665852072,0.0
2020-01-20,Bulgaria,25-49yr,0.0,0.0,0.0,0.0,2405021.0469882917,0.0
2020-01-20,Bulgaria,50-64yr,0.0,0.0,0.0,0.0,1409069.662384351,0.0
2020-01-20,Bulgaria,65-79yr,0.0,0.0,0.0,0.0,1163241.2367153354,0.0
2020-01-20,Bulgaria,80+yr,0.0,0.0,0.0,0.0,325347.9331119405,0.0
2020-01-20,Bulgaria,<15yr,0.0,0.0,0.0,0.0,1017876.7542148735,0.0
2020-01-20,Bulgaria,ALL,0.0,0.0,0.0,0.0,6934015.0,0.0
2020-01-20,Croatia,15-24yr,0.0,0.0,0.0,0.0,426968.3488357748,0.0
2020-01-20,Croatia,25-49yr,0.0,0.0,0.0,0.0,1313671.858465395,0.0
2020-01-20,Croatia,50-64yr,0.0,0.0,0.0,0.0,858220.7425979893,0.0
2020-01-20,Croatia,65-79yr,0.0,0.0,0.0,0.0,629331.2419313581,0.0
2020-01-20,Croatia,80+yr,0.0,0.0,0.0,0.0,230891.99836253683,0.0
2020-01-20,Croatia,<15yr,0.0,0.0,0.0,0.0,588595.8098069462,0.0
2020-01-20,Croatia,ALL,0.0,0.0,0.0,0.0,4047680.0,0.0
2020-01-20,Cyprus,15-24yr,0.0,0.0,0.0,0.0,167364.0,0.0
2020-01-20,Cyprus,25-49yr,0.0,0.0,0.0,0.0,453357.0,0.0
2020-01-20,Cyprus,50-64yr,0.0,0.0,0.0,0.0,212527.0,0.0
2020-01-20,Cyprus,65-79yr,0.0,0.0,0.0,0.0,134093.00000000006,0.0
2020-01-20,Cyprus,80+yr,0.0,0.0,0.0,0.0,39871.99999999997,0.0
2020-01-20,Cyprus,<15yr,0.0,0.0,0.0,0.0,200148.0,0.0
2020-01-20,Cyprus,ALL,0.0,0.0,0.0,0.0,1207361.0,0.0
2020-01-20,Czechia,15-24yr,0.0,0.0,0.0,0.0,958118.7142380383,0.0
2020-01-20,Czechia,25-49yr,0.0,0.0,0.0,0.0,3906443.9411215875,0.0
2020-01-20,Czechia,50-64yr,0.0,0.0,0.0,0.0,1992919.6929611675,0.0
2020-01-20,Czechia,65-79yr,0.0,0.0,0.0,0.0,1710215.6635335796,0.0
2020-01-20,Czechia,80+yr,0.0,0.0,0.0,0.0,444653.63746295276,0.0
2020-01-20,Czechia,<15yr,0.0,0.0,0.0,0.0,1685506.3506826698,0.0
2020-01-20,Czechia,ALL,0.0,0.0,0.0,0.0,10697858.0,0.0
2020-01-20,Denmark,15-24yr,0.0,0.0,0.0,1.0,717673.4830935374,0.13933913173014167
2020-01-20,Denmark,25-49yr,0.0,0.0,0.0,4.0,1824779.8891100963,0.21920452016548195
2020-01-20,Denmark,50-64yr,0.0,0.0,0.0,1.0,1163651.5244909911,0.0859363803469792
2020-01-20,Denmark,65-79yr,0.0,0.0,0.0,0.0,901022.0278111727,0.0
2020-01-20,Denmark,80+yr,0.0,0.0,0.0,0.0,274820.4553839044,0.0
2020-01-20,Denmark,<15yr,0.0,0.0,0.0,2.0,949456.6201102964,0.21064680130069177
2020-01-20,Denmark,ALL,0.0,0.0,0.0,8.0,5831404.0,0.1371882311704008
2020-01-20,Estonia,15-24yr,0.0,0.0,0.0,0.0,120569.62893647293,0.0
2020-01-20,Estonia,25-49yr,0.0,0.0,0.0,0.0,467148.0578760443,0.0
2020-01-20,Estonia,50-64yr,0.0,0.0,0.0,0.0,251564.30716482556,0.0
2020-01-20,Estonia,65-79yr,0.0,0.0,0.0,0.0,191599.6938801497,0.0
2020-01-20,Estonia,80+yr,0.0,0.0,0.0,0.0,79258.26315365123,0.0
2020-01-20,Estonia,<15yr,0.0,0.0,0.0,0.0,219339.04898885608,0.0
2020-01-20,Estonia,ALL,0.0,0.0,0.0,0.0,1329479.0,0.0
2020-01-20,Finland,15-24yr,0.0,0.0,0.0,0.0,608321.6043407233,0.0
2020-01-20,Finland,25-49yr,0.0,0.0,0.0,0.0,1721760.3853855305,0.0
2020-01-20,Finland,50-64yr,0.0,0.0,0.0,0.0,1075030.4035617686,0.0
2020-01-20,Finland,65-79yr,0.0,0.0,0.0,0.0,936771.8199598258,0.0
2020-01-20,Finland,80+yr,0.0,0.0,0.0,0.0,310390.71333337546,0.0
2020-01-20,Finland,<15yr,0.0,0.0,0.0,0.0,877268.0734187756,0.0
2020-01-20,Finland,ALL,0.0,0.0,0.0,0.0,5529543.0,0.0
2020-01-20,France,15-24yr,0.0,0.0,0.0,0.0,7829572.052432766,0.0
2020-01-20,France,25-49yr,0.0,0.0,0.0,0.0,20656479.22164816,0.0
2020-01-20,France,50-64yr,0.0,0.0,0.0,0.0,13015178.8208936,0.0
2020-01-20,France,65-79yr,0.0,0.0,0.0,0.0,9826430.82075546,0.0
2020-01-20,France,80+yr,0.0,0.0,0.0,0.0,4157229.1546619674,0.0
2020-01-20,France,<15yr,0.0,0.0,0.0,0.0,11895017.929608054,0.0
2020-01-20,France,ALL,0.0,0.0,0.0,0.0,67379908.0,0.0
2020-01-20,Germany,15-24yr,0.0,0.0,0.0,0.0,8607913.120788567,0.0
2020-01-20,Germany,25-49yr,0.0,0.0,0.0,0.0,25746393.869518824,0.0
2020-01-20,Germany,50-64yr,0.0,0.0,0.0,0.0,19165500.520559996,0.0
2020-01-20,Germany,65-79yr,0.0,0.0,0.0,0.0,12203420.175008088,0.0
2020-01-20,Germany,80+yr,0.0,0.0,0.0,0.0,5832048.009050874,0.0
2020-01-20,Germany,<15yr,0.0,0.0,0.0,0.0,11605595.305073652,0.0
2020-01-20,Germany,ALL,0.0,0.0,0.0,0.0,83160871.0,0.0
2020-01-20,Greece,15-24yr,0.0,0.0,0.0,0.0,1084149.4998788598,0.0
2020-01-20,Greece,25-49yr,0.0,0.0,0.0,0.0,3530275.450244624,0.0
2020-01-20,Greece,50-64yr,0.0,0.0,0.0,0.0,2240320.7580603277,0.0
2020-01-20,Greece,65-79yr,0.0,0.0,0.0,0.0,1577630.0469763111,0.0
2020-01-20,Greece,80+yr,0.0,0.0,0.0,0.0,806921.072709405,0.0
2020-01-20,Greece,<15yr,0.0,0.0,0.0,0.0,1461259.1721304734,0.0
2020-01-20,Greece,ALL,0.0,0.0,0.0,0.0,10700556.0,0.0
2020-01-20,Hungary,15-24yr,0.0,0.0,0.0,0.0,1013119.8476032254,0.0
2020-01-20,Hungary,25-49yr,0.0,0.0,0.0,0.0,3511442.432286747,0.0
2020-01-20,Hungary,50-64yr,0.0,0.0,0.0,0.0,1854789.6367692738,0.0
2020-01-20,Hungary,65-79yr,0.0,0.0,0.0,0.0,1530787.5720566404,0.0
2020-01-20,Hungary,80+yr,0.0,0.0,0.0,0.0,435143.677818142,0.0
2020-01-20,Hungary,<15yr,0.0,0.0,0.0,0.0,1404865.833465971,0.0
2020-01-20,Hungary,ALL,0.0,0.0,0.0,0.0,9750149.0,0.0
2020-01-20,Iceland,15-24yr,0.0,0.0,0.0,0.0,46965.253338862036,0.0
2020-01-20,Iceland,25-49yr,0.0,0.0,0.0,0.0,123921.94561489864,0.0
2020-01-20,Iceland,50-64yr,0.0,0.0,0.0,0.0,67141.39169164177,0.0
2020-01-20,Iceland,65-79yr,0.0,0.0,0.0,0.0,43535.267823801485,0.0
2020-01-20,Iceland,80+yr,0.0,0.0,0.0,0.0,13718.872855304648,0.0
2020-01-20,Iceland,<15yr,0.0,0.0,0.0,0.0,71180.2686754915,0.0
2020-01-20,Iceland,ALL,0.0,0.0,0.0,0.0,366463.0,0.0
2020-01-20,Ireland,15-24yr,0.0,0.0,0.0,0.0,607554.4156988405,0.0
2020-01-20,Ireland,25-49yr,0.0,0.0,0.0,0.0,1753649.496922705,0.0
2020-01-20,Ireland,50-64yr,0.0,0.0,0.0,0.0,859030.3671633133,0.0
2020-01-20,Ireland,65-79yr,0.0,0.0,0.0,0.0,567045.4013751394,0.0
2020-01-20,Ireland,80+yr,0.0,0.0,0.0,0.0,159766.25208763193,0.0
2020-01-20,Ireland,<15yr,0.0,0.0,0.0,0.0,1038628.0667523699,0.0
2020-01-20,Ireland,ALL,0.0,0.0,0.0,0.0,4985674.0,0.0
2020-01-20,Italy,15-24yr,0.0,0.0,0.0,0.0,5721177.329561222,0.0
2020-01-20,Italy,25-49yr,0.0,0.0,0.0,0.0,18860217.973630037,0.0
2020-01-20,Italy,50-64yr,0.0,0.0,0.0,0.0,13294383.478590999,0.0
2020-01-20,Italy,65-79yr,0.0,0.0,0.0,0.0,9400138.317653889,0.0
2020-01-20,Italy,80+yr,0.0,0.0,0.0,0.0,4452728.347194319,0.0
2020-01-20,Italy,<15yr,0.0,0.0,0.0,0.0,7720881.553369546,0.0
2020-01-20,Italy,ALL,0.0,0.0,0.0,0.0,59449527.0,0.0
2020-01-20,Latvia,15-24yr,0.0,0.0,0.0,0.0,157261.93189837842,0.0
2020-01-20,Latvia,25-49yr,0.0,0.0,0.0,0.0,640603.3600481908,0.0
2020-01-20,Latvia,50-64yr,0.0,0.0,0.0,0.0,397150.29787140735,0.0
2020-01-20,Latvia,65-79yr,0.0,0.0,0.0,0.0,285053.9695820803,0.0
2020-01-20,Latvia,80+yr,0.0,0.0,0.0,0.0,108097.38408436342,0.0
2020-01-20,Latvia,<15yr,0.0,0.0,0.0,0.0,312282.0565155797,0.0
2020-01-20,Latvia,ALL,0.0,0.0,0.0,0.0,1900449.0,0.0
2020-01-20,Liechtenstein,15-24yr,0.0,0.0,0.0,0.0,,
2020-01-20,Liechtenstein,25-49yr,0.0,0.0,0.0,0.0,,
2020-01-20,Liechtenstein,50-64yr,0.0,0.0,0.0,0.0,,
2020-01-20,Liechtenstein,65-79yr,0.0,0.0,0.0,0.0,,
2020-01-20,Liechtenstein,80+yr,0.0,0.0,0.0,0.0,,
2020-01-20,Liechtenstein,<15yr,0.0,0.0,0.0,0.0,,
2020-01-20,Liechtenstein,ALL,0.0,0.0,0.0,0.0,38137.0,0.0
2020-01-20,Lithuania,15-24yr,0.0,0.0,0.0,0.0,262627.4444163596,0.0
2020-01-20,Lithuania,25-49yr,0.0,0.0,0.0,0.0,900085.6893156592,0.0
2020-01-20,Lithuania,50-64yr,0.0,0.0,0.0,0.0,623331.3343085744,0.0
2020-01-20,Lithuania,65-79yr,0.0,0.0,0.0,0.0,399897.9247165726,0.0
2020-01-20,Lithuania,80+yr,0.0,0.0,0.0,0.0,176351.55435611153,0.0
2020-01-20,Lithuania,<15yr,0.0,0.0,0.0,0.0,432591.0528867226,0.0
2020-01-20,Lithuania,ALL,0.0,0.0,0.0,0.0,2794885.0,0.0
2020-01-20,Luxembourg,15-24yr,0.0,0.0,0.0,0.0,74782.0407137149,0.0
2020-01-20,Luxembourg,25-49yr,0.0,0.0,0.0,0.0,240307.61397854268,0.0
2020-01-20,Luxembourg,50-64yr,0.0,0.0,0.0,0.0,126528.73532666176,0.0
2020-01-20,Luxembourg,65-79yr,0.0,0.0,0.0,0.0,65677.87797571444,0.0
2020-01-20,Luxembourg,80+yr,0.0,0.0,0.0,0.0,25044.50687239466,0.0
2020-01-20,Luxembourg,<15yr,0.0,0.0,0.0,0.0,98078.2251329715,0.0
2020-01-20,Luxembourg,ALL,0.0,0.0,0.0,0.0,630419.0,0.0
2020-01-20,Malta,15-24yr,0.0,0.0,0.0,0.0,,
2020-01-20,Malta,25-49yr,0.0,0.0,0.0,0.0,,
2020-01-20,Malta,50-64yr,0.0,0.0,0.0,0.0,,
2020-01-20,Malta,65-79yr,0.0,0.0,0.0,0.0,,
2020-01-20,Malta,80+yr,0.0,0.0,0.0,0.0,,
2020-01-20,Malta,<15yr,0.0,0.0,0.0,0.0,,
2020-01-20,Malta,ALL,0.0,0.0,0.0,0.0,525285.0,0.0
2020-01-20,Netherlands,15-24yr,0.0,0.0,0.0,0.0,2073186.2569165286,0.0
2020-01-20,Netherlands,25-49yr,0.0,0.0,0.0,0.0,5421002.915748928,0.0
2020-01-20,Netherlands,50-64yr,0.0,0.0,0.0,0.0,3714328.041880455,0.0
2020-01-20,Netherlands,65-79yr,0.0,0.0,0.0,0.0,2642524.4050039304,0.0
2020-01-20,Netherlands,80+yr,0.0,0.0,0.0,0.0,851849.7929360641,0.0
2020-01-20,Netherlands,<15yr,0.0,0.0,0.0,0.0,2738608.5875140945,0.0
2020-01-20,Netherlands,ALL,0.0,0.0,0.0,0.0,17441500.0,0.0
2020-01-20,Norway,15-24yr,0.0,0.0,0.0,0.0,669873.0106027534,0.0
2020-01-20,Norway,25-49yr,0.0,0.0,0.0,0.0,1822616.9419979798,0.0
2020-01-20,Norway,50-64yr,0.0,0.0,0.0,0.0,1015804.1523796644,0.0
2020-01-20,Norway,65-79yr,0.0,0.0,0.0,0.0,715862.942012447,0.0
2020-01-20,Norway,80+yr,0.0,0.0,0.0,0.0,226976.72642853716,0.0
2020-01-20,Norway,<15yr,0.0,0.0,0.0,0.0,928341.2265786191,0.0
2020-01-20,Norway,ALL,0.0,0.0,0.0,0.0,5379475.0,0.0
2020-01-20,Poland,15-24yr,0.0,0.0,0.0,0.0,3705734.978098975,0.0
2020-01-20,Poland,25-49yr,0.0,0.0,0.0,0.0,14025354.787805416,0.0
2020-01-20,Poland,50-64yr,0.0,0.0,0.0,0.0,7298531.610959565,0.0
2020-01-20,Poland,65-79yr,0.0,0.0,0.0,0.0,5356828.64275234,0.0
2020-01-20,Poland,80+yr,0.0,0.0,0.0,0.0,1745251.0103576407,0.0
2020-01-20,Poland,<15yr,0.0,0.0,0.0,0.0,5767368.970026065,0.0
2020-01-20,Poland,ALL,0.0,0.0,0.0,0.0,37899070.0,0.0
2020-01-20,Portugal,15-24yr,0.0,0.0,0.0,0.0,1075484.625458179,0.0
2020-01-20,Portugal,25-49yr,0.0,0.0,0.0,0.0,3357815.3549859254,0.0
2020-01-20,Portugal,50-64yr,0.0,0.0,0.0,0.0,2174724.805845002,0.0
2020-01-20,Portugal,65-79yr,0.0,0.0,0.0,0.0,1655759.0198042092,0.0
2020-01-20,Portugal,80+yr,0.0,0.0,0.0,0.0,689119.3956802872,0.0
2020-01-20,Portugal,<15yr,0.0,0.0,0.0,0.0,1344177.7982263975,0.0
2020-01-20,Portugal,ALL,0.0,0.0,0.0,0.0,10297081.0,0.0
2020-01-20,Romania,15-24yr,0.0,0.0,0.0,0.0,2006488.9730453654,0.0
2020-01-20,Romania,25-49yr,0.0,0.0,0.0,0.0,6695652.487448441,0.0
2020-01-20,Romania,50-64yr,0.0,0.0,0.0,0.0,3863097.542477791,0.0
2020-01-20,Romania,65-79yr,0.0,0.0,0.0,0.0,2779119.883468168,0.0
2020-01-20,Romania,80+yr,0.0,0.0,0.0,0.0,924274.1290997908,0.0
2020-01-20,Romania,<15yr,0.0,0.0,0.0,0.0,2988886.984460444,0.0
2020-01-20,Romania,ALL,0.0,0.0,0.0,0.0,19257520.0,0.0
2020-01-20,Slovakia,15-24yr,0.0,0.0,0.0,0.0,553540.2588339709,0.0
2020-01-20,Slovakia,25-49yr,0.0,0.0,0.0,0.0,2073773.0194978535,0.0
2020-01-20,Slovakia,50-64yr,0.0,0.0,0.0,0.0,1070894.918693442,0.0
2020-01-20,Slovakia,65-79yr,0.0,0.0,0.0,0.0,731974.5702865638,0.0
2020-01-20,Slovakia,80+yr,0.0,0.0,0.0,0.0,179603.1444313578,0.0
2020-01-20,Slovakia,<15yr,0.0,0.0,0.0,0.0,849041.088256812,0.0
2020-01-20,Slovakia,ALL,0.0,0.0,0.0,0.0,5458827.0,0.0
2020-01-20,Slovenia,15-24yr,0.0,0.0,0.0,0.0,190312.05778082483,0.0
2020-01-20,Slovenia,25-49yr,0.0,0.0,0.0,0.0,706040.4843446559,0.0
2020-01-20,Slovenia,50-64yr,0.0,0.0,0.0,0.0,451842.72547049297,0.0
2020-01-20,Slovenia,65-79yr,0.0,0.0,0.0,0.0,320422.567706021,0.0
2020-01-20,Slovenia,80+yr,0.0,0.0,0.0,0.0,115569.05749710611,0.0
2020-01-20,Slovenia,<15yr,0.0,0.0,0.0,0.0,318232.1072008989,0.0
2020-01-20,Slovenia,ALL,0.0,0.0,0.0,0.0,2102419.0,0.0
2020-01-20,Spain,15-24yr,0.0,0.0,0.0,0.0,4552533.598737232,0.0
2020-01-20,Spain,25-49yr,0.0,0.0,0.0,1.0,16413095.843601186,0.006092695793218439
2020-01-20,Spain,50-64yr,0.0,0.0,0.0,0.0,10115627.240568556,0.0
2020-01-20,Spain,65-79yr,0.0,0.0,0.0,0.0,6500178.502727951,0.0
2020-01-20,Spain,80+yr,0.0,0.0,0.0,0.0,2961902.459346243,0.0
